STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
2260,Dang Thanh Phuc,B24DCCN920,6.5,1.6,1.6,3.8,3.4
2261,Le Xuan Trang,B21DCPT171,6.3,7.2,5.1,9.8,7.1
2262,Le Bao Huong,B22DCMR708,7.1,4.4,0.7,7.6,4.9
2263,Ta Thu Nam,B23DCCN501,7.5,3.8,6.9,1.1,4.8
2264,Bui Bao Hieu,B22DCKT858,6.1,1.2,0.8,5.2,3.3
2265,Ngo Gia Hai,B21DCAT578,7.4,3.1,3.2,5.0,4.7
2266,Le Dinh Nhi,B22DCFT347,6.7,9.7,0.5,7.2,6.0
2267,Ho Thi Quang,B21DCQT318,7.6,3.8,8.4,4.8,6.1
2268,Vu Xuan Phuc,B24DCAT904,8.4,6.7,8.7,2.1,6.5
2269,Phan Dinh Hung,B24DCPT569,9.5,5.5,4.5,3.4,5.7
2270,Do Thu Binh,B21DCVT533,7.2,7.0,0.0,5.0,4.8
2271,Nguyen Cong Long,B22DCAT273,8.5,9.7,8.6,5.4,8.0
2272,Vo Xuan Quang,B24DCKH433,9.4,9.2,1.5,5.9,6.5
2273,Mai Gia Ly,B23DCVT033,7.5,9.5,0.2,8.4,6.4
2274,Hoang Manh Hoa,B23DCFT410,9.1,0.6,8.4,1.8,5.0
2275,Bui Thanh Quang,B23DCBC349,6.6,7.3,6.4,0.1,5.1
2276,Dang Cong Vy,B22DCVT520,7.9,5.2,8.0,6.2,6.8
2277,Vu Dinh Hung,B22DCMR053,8.8,8.9,6.5,4.7,7.2
2278,Huynh Ngoc Tam,B23DCQT599,6.3,4.9,2.0,0.4,3.4
2279,Huynh Quang Huy,B22DCKH534,9.0,0.0,0.3,1.0,2.6
2280,Vu Bao Dung,B23DCMR810,7.2,1.1,5.1,1.3,3.7
2281,Nguyen Dinh Tuan,B22DCAT154,9.2,6.0,3.6,4.6,5.8
2282,Hoang Thu Phong,B23DCAT450,6.8,5.5,4.2,5.3,5.5
2283,Tran Ngoc Chi,B22DCFT959,6.1,1.9,2.8,6.5,4.3
2284,Ly Van Huong,B22DCKT649,6.0,0.6,7.1,6.6,5.1
2285,Dang Quang Vy,B23DCMR011,7.4,5.3,6.9,8.1,6.9
2286,Phan Ngoc Tam,B23DCCN552,7.8,9.9,9.9,8.5,9.0
2287,Bui Manh Binh,B22DCKT580,10.0,1.3,4.8,4.7,5.2
2288,Vu Manh Viet,B22DCKH028,7.3,7.9,8.7,4.4,7.1
2289,Vo Gia Chau,B22DCCN512,6.6,2.1,7.1,9.0,6.2
2290,Vu Thi Hoa,B21DCQT382,7.7,2.3,7.5,3.0,5.1
2291,Ho Quoc Ngan,B23DCCN481,8.5,8.7,6.5,8.5,8.1
2292,Hoang Xuan Quang,B21DCKH746,6.1,9.3,5.0,9.3,7.4
2293,Duong Thi Minh,B23DCVT731,8.3,4.5,2.8,9.7,6.3
2294,Ly Huu Quang,B22DCFT342,6.1,2.5,9.8,0.5,4.7
2295,Ta Huu Hung,B21DCFT470,8.6,2.6,2.2,6.0,4.8
2296,Bui Minh Son,B22DCBC877,6.8,7.1,7.6,9.6,7.8
2297,Ly Quoc Hai,B21DCQT934,9.4,4.1,9.9,3.2,6.6
2298,Nguyen Manh An,B24DCMR483,6.7,0.1,8.6,4.3,4.9
2299,Do Cong Quan,B21DCQT988,6.6,9.1,1.3,8.6,6.4
2300,Huynh Dinh Duy,B24DCCN862,8.6,2.3,3.1,3.9,4.5
2301,Vu Xuan Vy,B23DCKT390,7.1,6.7,0.5,2.8,4.3
2302,Duong Van Huong,B21DCQT123,9.0,7.8,4.2,1.0,5.5
2303,Bui Ngoc Ngan,B23DCCN893,6.6,0.4,4.7,3.7,3.8
2304,Ta Minh Vy,B21DCMR933,7.8,6.2,9.5,0.8,6.1
2305,Dinh Gia Phuong,B22DCFT053,6.0,7.6,7.5,0.3,5.4
2306,Duong Thi Hung,B22DCBC884,9.4,0.7,3.1,7.7,5.2
2307,Tran Xuan Anh,B21DCKT975,6.6,4.5,7.4,3.6,5.5
2308,Dinh Minh An,B21DCKT168,8.1,1.7,0.8,1.5,3.0
2309,Ta Quoc Huong,B23DCPT826,7.0,5.5,0.4,7.4,5.1
2310,Tran Manh Hung,B22DCQT853,7.8,1.7,9.3,2.7,5.4
2311,Do Xuan Vy,B21DCPT673,9.4,0.5,7.3,1.4,4.6
2312,Ta Van Nhi,B23DCFT037,6.1,6.0,2.4,3.3,4.5
2313,Ngo Quang Dung,B22DCCN204,7.7,0.7,4.7,9.3,5.6
2314,Vo Xuan Ngoc,B24DCFT185,6.6,0.0,7.2,7.3,5.3
2315,Vo Huu Dung,B21DCVT061,8.2,6.1,2.1,1.7,4.5
2316,Vo Thu Yen,B23DCKT477,9.8,4.2,8.1,7.8,7.5
2317,Bui Cong Yen,B21DCKT390,7.3,6.6,1.8,5.7,5.3
2318,Do Quoc An,B24DCMR437,10.0,3.0,2.9,2.3,4.5
2319,Do Quang Trung,B22DCKH799,6.5,5.0,7.4,6.0,6.2
2320,Phan Cong Hieu,B24DCQT169,6.1,8.7,3.4,8.7,6.7
2321,Ngo Thanh Nam,B21DCMR783,9.2,6.2,5.2,0.5,5.3
2322,Ly Duc Ngan,B24DCBC106,9.2,5.8,0.9,2.9,4.7
2323,Do Bao Anh,B23DCKT960,9.8,6.2,4.1,3.3,5.9
2324,Vo Huu Khanh,B22DCVT850,9.9,6.5,7.0,9.0,8.1
2325,Tran Thi Hieu,B22DCAT939,6.5,3.9,8.1,8.4,6.7
2326,Doan Ngoc Nhi,B22DCCN362,7.2,9.8,3.5,1.9,5.6
2327,Duong Huu Mai,B22DCVT025,7.0,5.8,9.3,5.8,7.0
2328,Vo Thu Tam,B23DCAT206,9.9,0.8,4.0,8.5,5.8
2329,Tran Thanh Phuong,B24DCPT591,8.6,8.2,3.6,0.5,5.2
2330,Phan Huu Long,B21DCKH442,7.0,9.6,7.9,1.1,6.4
2331,Ly Van Binh,B21DCPT786,9.0,8.8,2.4,0.3,5.1
2332,Phan Gia Anh,B23DCPT656,8.7,4.4,2.7,4.9,5.2
2333,Ngo Ngoc Trung,B23DCBC856,8.5,8.0,8.5,3.4,7.1
2334,Ta Xuan Giang,B22DCMR132,9.9,7.9,5.6,6.3,7.4
2335,Ly Thi Trang,B22DCVT006,10.0,6.6,4.6,0.3,5.4
2336,Mai Manh Chi,B21DCMR466,9.2,0.5,7.9,2.2,5.0
2337,Dinh Van Mai,B23DCFT221,8.2,5.0,5.7,4.2,5.8
2338,Ta Thi Chi,B22DCKH255,10.0,3.1,5.5,9.2,7.0
2339,Hoang Xuan Trung,B21DCMR262,9.3,6.6,1.6,0.1,4.4
2340,Mai Bao Nhi,B22DCKH345,9.6,1.6,7.6,4.8,5.9
2341,Vo Dinh Ha,B21DCVT796,8.6,4.5,0.0,3.5,4.2
2342,Huynh Minh Tuan,B21DCBC975,9.5,3.1,3.9,2.3,4.7
2343,Vo Duc Phuong,B21DCKH940,6.7,2.8,7.1,7.8,6.1
2344,Le Gia Tu,B22DCMR181,9.0,4.2,9.5,5.8,7.1
2345,Mai Thu Viet,B23DCKH876,6.8,2.3,6.8,0.2,4.0
2346,Hoang Xuan Chi,B23DCFT467,6.3,1.1,9.7,7.8,6.2
2347,Ta Huu Ngan,B23DCCN867,9.0,9.4,2.3,7.9,7.2
2348,Duong Thanh Chau,B22DCFT436,8.7,0.6,8.3,5.6,5.8
2349,Duong Huu Hung,B22DCVT529,6.5,5.1,5.1,8.4,6.3
2350,Ngo Huu Mai,B23DCBC635,8.1,5.7,6.3,2.0,5.5
2351,Dang Quang Ngoc,B23DCQT229,8.4,7.6,8.0,9.8,8.4
2352,Duong Gia Hai,B22DCQT160,6.9,2.1,2.6,2.3,3.5
2353,Duong Dinh Lan,B21DCAT992,9.7,0.1,0.6,5.0,3.8
2354,Huynh Quoc Chau,B24DCVT819,7.9,0.1,8.8,6.4,5.8
2355,Mai Quoc Nga,B24DCKT352,8.5,3.1,8.9,2.2,5.7
2356,Dinh Thu Thao,B23DCKH206,7.2,5.9,9.1,7.9,7.5
2357,Phan Thu Khanh,B21DCKH051,6.2,8.2,3.6,3.0,5.2
2358,Dang Ngoc Duy,B23DCFT780,6.8,4.1,9.3,1.9,5.5
2359,Ho Cong Thang,B21DCMR952,9.4,9.2,5.8,10.0,8.6
2360,Dinh Minh Nam,B21DCMR147,6.1,9.3,0.2,4.2,5.0
2361,Vu Gia Hai,B23DCBC902,7.5,0.2,9.3,7.8,6.2
2362,Ly Quoc Ngan,B24DCMR790,7.5,0.4,1.1,6.3,3.8
2363,Hoang Minh Hoa,B21DCAT258,9.8,9.0,5.2,9.3,8.3
2364,Dang Xuan Hai,B21DCMR869,8.9,5.0,9.4,8.8,8.0
2365,Phan Thanh Linh,B24DCAT824,9.5,9.6,4.6,9.7,8.4
2366,Vo Quang Thao,B21DCBC307,6.4,1.3,4.9,7.6,5.1
2367,Ngo Gia Ha,B24DCAT614,8.5,6.4,8.5,7.5,7.7
2368,Nguyen Ngoc Ngan,B23DCKT544,7.2,8.0,5.7,1.4,5.6
2369,Vu Xuan Chi,B22DCKT955,9.3,7.9,7.1,3.3,6.9
2370,Doan Minh Phuc,B21DCKH977,9.8,7.7,1.3,7.6,6.6
2371,Nguyen Minh Nam,B23DCKT429,6.7,1.1,10.0,3.6,5.4
2372,Pham Manh Chi,B21DCBC944,10.0,2.0,8.5,5.5,6.5
2373,Phan Van Thao,B22DCPT031,6.1,7.4,3.6,10.0,6.8
2374,Vu Bao Quang,B23DCKT381,9.8,2.1,6.0,8.3,6.5
2375,Mai Bao Phuong,B21DCKH895,9.7,5.6,2.5,6.2,6.0
2376,Mai Ngoc Tuan,B23DCPT352,6.2,2.7,1.9,1.1,3.0
2377,Dinh Dinh Huong,B23DCBC131,9.7,0.0,1.2,3.0,3.5
2378,Duong Quang Hieu,B22DCFT588,8.4,1.5,4.5,8.8,5.8
2379,Tran Thi Huong,B21DCMR573,7.8,2.4,6.1,6.5,5.7
2380,Le Huu Giang,B22DCAT238,9.8,9.0,3.9,2.4,6.3
2381,Dang Huu Chi,B24DCQT986,9.6,6.0,9.1,9.0,8.4
2382,Le Bao Binh,B22DCPT018,7.8,5.9,3.8,7.0,6.1
2383,Ngo Thi Chau,B24DCKH797,9.0,6.7,7.9,0.0,5.9
2384,Duong Quoc Linh,B21DCFT594,9.7,8.9,6.9,2.7,7.0
2385,Duong Xuan Trung,B22DCVT463,6.7,3.8,4.7,6.3,5.4
2386,Huynh Thanh Tu,B23DCAT994,8.2,5.6,9.8,0.3,6.0
2387,Dang Gia Tu,B24DCQT897,6.2,8.2,2.3,1.4,4.5
2388,Tran Thu Huong,B24DCKT639,7.8,7.6,4.7,9.6,7.4
2389,Dang Bao Duy,B21DCKT918,8.7,5.2,0.4,8.4,5.7
2390,Ho Duc Nhi,B22DCPT317,7.3,5.4,4.1,1.8,4.6
2391,Mai Thu Huong,B21DCPT951,7.1,3.7,3.2,6.4,5.1
2392,Phan Ngoc Thang,B22DCKT915,8.7,2.7,1.1,5.9,4.6
2393,Ngo Van Huong,B24DCFT794,8.4,1.2,9.7,6.5,6.4
2394,Ly Cong Chau,B23DCVT900,7.2,5.3,5.5,9.5,6.9
2395,Dinh Thu Trang,B21DCQT874,7.9,5.9,7.6,0.8,5.5
2396,Bui Gia Tu,B23DCBC367,8.2,5.7,7.4,1.9,5.8
2397,Tran Thu Phong,B23DCAT015,8.3,6.5,8.5,0.9,6.0
2398,Tran Van Quang,B23DCPT942,9.8,8.7,8.6,2.9,7.5
2399,Phan Minh Mai,B23DCMR839,8.7,6.0,1.1,6.8,5.6
2400,Ta Cong Nga,B23DCQT564,8.2,9.5,4.8,2.6,6.3
2401,Nguyen Xuan Nhi,B22DCKT259,6.7,0.7,8.1,9.4,6.2
2402,Duong Quoc Bao,B21DCAT337,9.6,3.2,9.8,5.2,7.0
2403,Nguyen Manh Son,B22DCPT440,9.4,1.5,6.9,0.2,4.5
2404,Vo Van Duy,B24DCMR715,8.8,7.1,2.9,0.4,4.8
2405,Ly Thanh Viet,B21DCPT260,7.7,0.2,6.9,7.4,5.6
2406,Dang Gia Trung,B21DCVT167,8.0,8.1,8.2,5.9,7.6
2407,Hoang Thanh Hai,B22DCCN609,7.4,2.7,6.3,7.4,6.0
2408,Huynh Gia Ngan,B24DCKH253,7.7,7.3,0.6,5.0,5.2
2409,Dang Gia Ngoc,B23DCCN001,7.2,1.9,1.6,3.3,3.5
2410,Duong Quoc Quang,B24DCKT479,9.4,1.8,9.2,10.0,7.6
2411,Ho Ngoc Duy,B21DCKT406,9.5,0.2,0.7,4.1,3.6
2412,Pham Ngoc Tu,B21DCQT492,8.6,7.7,9.9,1.8,7.0
2413,Duong Minh Phong,B23DCCN767,8.5,6.1,7.1,5.0,6.7
2414,Vu Gia Hieu,B22DCFT850,9.8,2.7,8.0,1.1,5.4
2415,Dang Bao Chi,B24DCAT471,7.7,0.9,3.8,7.0,4.8
2416,Le Huu Huong,B23DCCN365,9.3,4.2,8.8,0.2,5.6
2417,Mai Van Nhi,B24DCCN265,8.1,5.8,9.3,5.2,7.1
2418,Ta Cong Nga,B23DCPT902,8.8,6.0,5.7,8.1,7.2
2419,Vo Duc Thao,B21DCQT984,8.6,4.3,8.8,2.2,6.0
2420,Doan Huu Nhi,B22DCCN006,8.5,2.3,3.7,3.5,4.5
2421,Ta Dinh Hieu,B22DCPT005,6.4,4.8,8.2,7.8,6.8
2422,Ta Dinh Linh,B23DCKT320,9.5,8.2,2.1,8.8,7.2
2423,Bui Xuan Son,B22DCQT276,7.2,0.9,2.0,9.6,4.9
2424,Phan Huu Anh,B21DCKT442,7.7,4.9,3.3,7.7,5.9
2425,Doan Thanh Giang,B21DCPT487,9.6,4.5,7.2,9.5,7.7
2426,Hoang Van Nam,B24DCPT423,7.5,9.8,1.3,5.3,6.0
2427,Le Cong Phong,B21DCAT404,7.2,0.4,7.6,4.5,4.9
2428,Doan Xuan Ngoc,B22DCVT588,9.8,5.9,8.2,2.1,6.5
2429,Ngo Quang Phong,B21DCBC107,6.7,8.1,3.3,0.7,4.7
2430,Bui Duc Nam,B23DCAT563,7.7,4.1,8.7,7.9,7.1
2431,Bui Thanh Long,B24DCFT915,9.1,5.3,3.4,1.4,4.8
2432,Duong Duc Dung,B23DCVT603,6.9,1.4,5.8,9.4,5.9
2433,Hoang Quang Phuc,B23DCVT851,8.2,1.2,6.4,3.2,4.8
2434,Do Thanh Phuc,B21DCQT013,8.4,2.0,7.1,8.4,6.5
2435,Mai Quang Nam,B23DCBC177,6.2,9.7,9.9,6.4,8.0
2436,Pham Quang Chau,B22DCKH974,9.3,6.0,6.9,8.7,7.7
2437,Dinh Manh Ly,B24DCVT020,7.5,2.6,7.0,5.6,5.7
2438,Ngo Manh Binh,B22DCKT453,6.4,4.4,0.1,6.5,4.3
2439,Ngo Minh Dung,B21DCAT295,7.4,5.7,2.9,0.4,4.1
2440,Ngo Quang Chi,B22DCPT835,6.9,3.7,3.6,2.0,4.1
2441,Duong Minh Quan,B22DCCN408,8.4,8.3,1.2,7.8,6.4
2442,Tran Duc Nhi,B24DCQT150,6.1,1.2,8.4,9.8,6.4
2443,Le Huu An,B23DCAT359,7.3,2.0,9.8,9.3,7.1
2444,Le Huu Huong,B23DCVT180,7.5,5.7,5.4,0.5,4.8
2445,Huynh Thanh Trang,B23DCCN176,6.3,1.5,2.1,3.2,3.3
2446,Mai Quoc Viet,B22DCKT063,6.7,0.7,3.2,1.2,3.0
2447,Ta Cong Linh,B24DCBC049,9.9,5.9,5.3,3.7,6.2
2448,Ho Ngoc Linh,B23DCKT334,9.0,4.6,6.1,7.4,6.8
2449,Hoang Thi Huy,B22DCAT521,9.5,3.8,0.1,2.7,4.0
2450,Ngo Bao Viet,B24DCMR800,7.9,6.2,9.0,9.8,8.2
2451,Hoang Thi Nga,B24DCAT497,8.2,1.8,3.3,3.0,4.1
2452,Bui Thu Nga,B21DCBC317,6.4,6.9,1.0,3.8,4.5
2453,Ly Quang Hai,B24DCKT183,8.8,3.1,1.9,1.7,3.9
2454,Nguyen Xuan Tam,B21DCFT810,6.2,3.4,7.9,0.4,4.5
2455,Tran Manh Lan,B21DCCN747,6.3,6.3,0.4,2.9,4.0
2456,Ly Manh Phong,B21DCBC361,9.5,6.9,8.4,0.9,6.4
2457,Dinh Thu Mai,B21DCKH913,6.5,0.3,4.1,4.9,3.9
2458,Ho Cong Nhi,B23DCVT842,9.9,7.3,5.9,9.9,8.2
2459,Tran Thu Giang,B23DCPT728,8.6,6.7,8.0,2.7,6.5
2460,Tran Thanh Viet,B23DCKH533,9.4,6.4,0.4,5.6,5.4
2461,Mai Dinh Hai,B23DCBC551,9.8,6.4,7.3,1.7,6.3
2462,Tran Cong Son,B24DCBC544,9.5,8.7,5.9,4.5,7.2
2463,Dinh Duc Thao,B21DCMR363,7.6,1.6,6.9,6.5,5.7
2464,Nguyen Ngoc Nhi,B21DCVT761,9.1,6.9,9.7,3.0,7.2
2465,Duong Ngoc Hieu,B24DCBC619,9.0,8.7,0.1,2.9,5.2
2466,Vu Thanh Bao,B21DCVT971,9.5,9.1,2.6,4.8,6.5
2467,Mai Cong Lan,B23DCPT124,9.7,8.6,9.8,2.3,7.6
2468,Phan Thi Hieu,B21DCMR575,6.6,9.1,4.4,7.0,6.8
2469,Ly Bao Thao,B23DCKT188,6.9,0.9,9.7,2.6,5.0
2470,Bui Manh Tuan,B23DCVT200,9.5,2.8,8.2,5.3,6.5
2471,Huynh Minh An,B21DCKH943,7.3,7.0,4.9,1.6,5.2
2472,Vu Cong Tuan,B22DCKH655,7.5,6.6,7.1,6.3,6.9
2473,Duong Minh Tu,B23DCKH263,7.1,3.9,4.8,5.6,5.3
2474,Nguyen Manh Ngan,B24DCKT374,8.1,1.8,4.7,7.1,5.4
2475,Huynh Gia Nga,B22DCKH963,6.9,2.7,4.7,9.2,5.9
2476,Phan Bao Quan,B24DCVT606,9.9,6.9,2.3,2.3,5.4
2477,Tran Quoc Phuong,B24DCFT102,6.8,1.0,7.4,8.9,6.0
2478,Mai Quang Duy,B24DCAT825,6.0,4.3,7.5,1.2,4.8
2479,Dang Quoc Giang,B23DCPT957,8.0,9.2,9.0,0.7,6.7
2480,Dang Quang Quang,B22DCKH659,9.7,3.7,4.8,5.8,6.0
2481,Dinh Bao Vy,B23DCCN444,7.2,9.1,6.0,4.9,6.8
2482,Ly Minh Hai,B21DCAT781,8.0,1.9,1.1,6.4,4.3
2483,Dinh Thi Anh,B21DCBC067,6.5,4.7,1.5,8.5,5.3
2484,Hoang Quoc Binh,B21DCFT693,6.1,2.1,5.6,6.8,5.1
2485,Phan Minh Nhi,B23DCKH668,7.9,5.3,5.7,8.1,6.8
2486,Nguyen Duc Hoa,B21DCAT507,9.7,8.3,9.6,7.7,8.8
2487,Vo Huu Binh,B22DCAT563,7.3,9.9,0.5,4.1,5.4
2488,Hoang Duc Huong,B23DCPT856,8.1,2.4,8.4,4.4,5.8
2489,Dang Manh Khanh,B23DCPT297,8.0,6.0,1.7,1.2,4.2
2490,Duong Thanh Thang,B22DCAT361,6.3,0.1,2.5,3.1,3.0
2491,Dinh Van Ngoc,B21DCKT539,9.0,5.9,1.3,9.7,6.5
2492,Mai Huu Duy,B22DCCN208,6.2,8.4,1.5,9.4,6.4
2493,Nguyen Dinh Ha,B21DCKT821,6.5,9.7,9.3,2.9,7.1
2494,Le Gia Quang,B24DCQT252,9.8,5.9,7.4,1.6,6.2
2495,Le Dinh Nga,B21DCVT571,6.4,6.1,6.7,4.6,5.9
2496,Le Dinh Tu,B23DCKT281,7.2,2.6,8.2,6.7,6.2
2497,Vo Thanh Ly,B21DCPT785,9.4,9.0,4.8,7.7,7.7
2498,Ho Huu Lan,B23DCBC818,8.5,5.6,2.2,5.1,5.3
2499,Bui Minh Bao,B24DCAT378,8.1,6.8,7.8,1.2,6.0
2500,Phan Minh Lan,B24DCKH113,7.7,3.4,5.0,1.5,4.4
2501,Do Quoc Vy,B21DCVT415,6.9,1.8,2.9,5.3,4.2
2502,Phan Ngoc Hung,B21DCMR735,7.2,6.2,3.3,7.4,6.0
2503,Dang Quang Duy,B21DCKT946,6.4,4.8,5.7,7.7,6.1
2504,Duong Manh Phuong,B24DCPT401,6.9,2.0,5.8,7.0,5.4
2505,Ngo Ngoc Tuan,B24DCPT326,9.5,2.1,0.8,5.7,4.5
2506,Mai Gia Vy,B23DCKT684,7.5,2.1,3.3,0.4,3.3
2507,Dinh Cong Khanh,B22DCQT514,7.4,9.1,9.5,3.8,7.5
2508,Huynh Thanh Nga,B23DCFT586,8.4,0.4,5.4,7.4,5.4
2509,Do Van Quan,B24DCBC606,6.4,2.5,7.9,7.7,6.1
2510,Tran Van Linh,B24DCAT120,7.9,7.2,8.4,3.2,6.7
2511,Nguyen Dinh Hung,B24DCMR738,7.3,9.3,1.3,6.4,6.1
2512,Tran Ngoc Tuan,B21DCFT484,8.7,5.1,8.5,9.5,7.9
2513,Ngo Dinh Tuan,B22DCCN595,9.3,8.4,4.0,1.0,5.7
2514,Nguyen Dinh Nga,B22DCKH593,7.9,0.5,5.1,1.3,3.7
2515,Dang Ngoc Ha,B22DCQT163,7.5,8.5,9.5,1.6,6.8
2516,Vu Duc Phuc,B21DCKT355,9.4,7.0,1.0,7.6,6.2
2517,Ta Cong Tam,B21DCAT653,9.4,10.0,3.8,0.3,5.9
2518,Le Ngoc Huong,B22DCKH721,6.1,7.3,5.1,7.3,6.5
2519,Ly Thi Anh,B21DCFT948,7.3,9.1,1.7,5.7,5.9
2520,Ta Van Son,B21DCAT471,6.0,4.1,6.8,4.9,5.4
2521,Tran Xuan Ha,B23DCKT149,6.1,1.0,0.2,4.3,2.9
2522,Dinh Ngoc Ha,B21DCKH697,9.4,5.5,3.7,4.4,5.8
2523,Huynh Thi Viet,B22DCMR313,9.0,3.7,5.8,9.6,7.0
2524,Doan Xuan Lan,B24DCAT537,9.0,3.2,0.8,0.4,3.4
2525,Duong Thi Huong,B22DCQT829,9.5,5.2,0.2,6.4,5.3
2526,Dinh Ngoc Hieu,B21DCMR128,7.1,2.6,3.0,4.3,4.2
2527,Nguyen Duc Mai,B23DCAT852,6.2,8.9,3.3,0.4,4.7
2528,Duong Cong Yen,B22DCQT785,8.3,7.2,7.4,8.9,7.9
2529,Doan Ngoc Ngoc,B21DCVT783,6.5,0.7,6.9,8.8,5.7
2530,Hoang Manh Ngoc,B24DCKT785,9.5,9.4,3.6,0.7,5.8
2531,Vo Quang Minh,B23DCMR074,6.8,6.1,7.8,5.4,6.5
2532,Ta Bao Phuong,B24DCKH476,9.6,2.5,2.9,7.1,5.5
2533,Le Duc Hoa,B22DCPT180,6.7,7.7,1.4,6.1,5.5
2534,Doan Duc Ngan,B23DCKH033,9.0,9.3,4.1,1.3,5.9
2535,Tran Manh Binh,B21DCKT870,7.7,6.8,1.0,4.5,5.0
2536,Huynh Duc Quang,B21DCCN644,8.7,3.6,1.3,7.4,5.2
2537,Pham Thanh Duy,B24DCVT310,9.7,5.6,7.0,4.0,6.6
2538,Mai Minh Ly,B22DCBC722,9.1,0.3,3.5,9.8,5.7
2539,Duong Ngoc Phong,B24DCPT903,7.3,6.4,3.3,2.2,4.8
2540,Dang Thanh Thang,B23DCMR979,8.9,4.3,0.3,6.7,5.0
2541,Ho Van Dung,B21DCKT139,9.2,7.0,5.8,0.7,5.7
2542,Doan Quoc Dung,B24DCBC825,6.6,6.3,5.0,8.9,6.7
2543,Do Gia Phuc,B21DCMR300,7.2,2.5,1.6,5.4,4.2
2544,Pham Cong Minh,B23DCMR884,9.7,0.2,1.4,7.6,4.7
2545,Dang Duc Hoa,B24DCPT197,8.9,5.9,2.1,7.9,6.2
2546,Huynh Thanh Ngoc,B23DCQT935,9.5,7.7,1.3,2.9,5.3
2547,Tran Bao Huy,B21DCAT173,8.5,5.2,2.1,5.1,5.2
2548,Doan Quang Mai,B24DCMR818,7.1,2.8,3.2,7.2,5.1
2549,Huynh Manh Quang,B21DCKT138,9.8,7.3,2.7,0.9,5.2
2550,Tran Manh Quan,B21DCKT213,8.4,1.1,1.2,5.3,4.0
2551,Mai Duc Son,B24DCVT012,8.6,8.5,8.6,0.5,6.6
2552,Hoang Thanh Giang,B22DCCN134,6.1,3.6,3.4,4.8,4.5
2553,Duong Thi Ngoc,B24DCKH765,9.3,0.4,5.0,6.8,5.4
2554,Doan Ngoc Thao,B21DCMR176,6.7,8.0,9.8,9.6,8.5
2555,Bui Thanh Nga,B24DCCN240,8.0,5.3,9.1,1.9,6.1
2556,Tran Thi Hai,B21DCQT561,6.6,1.4,6.1,2.1,4.0
2557,Nguyen Quang Duy,B21DCMR332,6.1,0.1,6.1,3.1,3.8
2558,Vu Bao Tam,B24DCAT638,9.9,8.2,4.6,10.0,8.2
2559,Duong Thanh Hung,B22DCQT949,7.3,0.9,2.0,4.5,3.7
2560,Vo Thu Trung,B23DCFT901,9.4,3.8,8.2,4.4,6.4
2561,Ly Bao Thao,B23DCKH430,6.7,5.2,5.8,3.3,5.2
2562,Vo Gia Vy,B21DCCN746,8.1,3.6,8.3,9.9,7.5
2563,Le Thu Huy,B21DCKH077,9.4,7.6,0.9,7.5,6.3
2564,Ta Thu Nam,B21DCQT660,7.8,7.9,2.2,8.5,6.6
2565,Le Huu Thao,B21DCAT636,7.4,7.9,2.8,8.2,6.6
2566,Nguyen Minh Ngoc,B23DCQT817,8.9,7.1,4.4,6.1,6.6
2567,Pham Dinh Hai,B23DCFT664,7.7,2.6,2.5,2.0,3.7
2568,Dinh Quoc Ha,B23DCKH058,8.7,6.3,5.6,2.3,5.7
2569,Vo Thi Son,B22DCQT640,9.7,3.7,3.3,8.5,6.3
2570,Mai Huu Long,B22DCQT459,6.2,5.8,0.9,6.0,4.7
2571,Ngo Manh Viet,B22DCBC948,7.8,7.7,6.1,6.7,7.1
2572,Hoang Xuan Phong,B22DCMR507,9.1,4.9,4.6,0.1,4.7
2573,Doan Duc Long,B21DCPT715,7.6,7.2,8.8,9.0,8.2
2574,Do Xuan Mai,B24DCMR535,7.7,0.8,0.5,5.1,3.5
2575,Duong Manh Trang,B21DCKT235,9.9,9.5,2.0,9.1,7.6
2576,Dang Cong Linh,B22DCVT544,6.9,8.5,5.2,4.0,6.2
2577,Vo Cong Trung,B23DCVT827,6.0,0.2,7.4,4.0,4.4
2578,Do Thu Mai,B22DCKT375,10.0,6.4,4.5,6.4,6.8
2579,Pham Ngoc Tu,B24DCFT833,9.0,8.9,1.1,6.9,6.5
2580,Vo Thu Quang,B22DCCN840,7.4,4.9,5.0,8.4,6.4
2581,Doan Minh Quang,B24DCQT946,9.1,1.3,6.9,8.1,6.3
2582,Do Quang Phuc,B23DCFT949,8.9,9.4,4.0,1.8,6.0
2583,Phan Bao Yen,B23DCKH132,7.5,2.1,6.0,2.2,4.5
2584,Nguyen Duc Hai,B24DCBC107,9.8,8.9,3.7,9.3,7.9
2585,Doan Gia Mai,B24DCKH625,7.4,5.9,0.3,9.0,5.7
2586,Duong Ngoc Mai,B21DCKT842,9.6,8.5,4.8,7.2,7.5
2587,Ly Xuan Lan,B21DCBC859,9.8,9.8,7.6,9.9,9.3
2588,Vo Van Phuong,B23DCCN805,8.7,7.2,5.9,2.2,6.0
2589,Vo Quang Ha,B24DCPT764,6.6,1.5,6.5,0.3,3.7
2590,Vo Quang Phong,B21DCMR911,7.3,7.1,0.0,8.4,5.7
2591,Bui Manh Ngan,B24DCKT029,6.6,4.2,8.8,0.9,5.1
2592,Vu Van Binh,B21DCPT845,6.8,5.5,4.8,1.8,4.7
